CODICE_UNITA_UG;CODICE_FISCALE;RAGIONE_SOCIALE;DESC_FG;FG;CODICE_REG
600259;04612750481;AZIENDA OSPEDALIERO-UNIVERSITARIA CAREGGI;Azienda o ente del servizio sanitario nazionale;2500;09
607254;04795800012;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA CASA BENEFICA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;01
11143076;84003810011;COMUNE DI SETTIMO VITTONE;Comune;2430;01
21626545;90036770379;NUOVO CIRCONDARIO IMOLESE;Altro ente pubblico non economico locale;2791;08
18501166;90009010175;UNIONE DEI COMUNI DELLA VALSAVIORE;Unione di comuni;2450;03
12572455;92026790516;BIBLIOTECA CITTA' DI AREZZO;Altro ente pubblico non economico locale;2791;09
25082813;03198590360;A.P.S.P. COMUNI MODEN. AREA NORD;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
10736596;81000690446;AZIENDA SOCIO SANITARIA G. MANCINELLI MONTELPARO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;11
10736601;81001550409;COMUNE DI SAN MAURO PASCOLI;Comune;2430;08
10799861;96024370767;AZIENDA REGIONALE PER IL DIRITTO ALLO STUDIO UNIVERSITARIO DELLA BASILICATA - A.R.D.S.U.;Altro ente pubblico non economico locale;2791;17
11095933;00625380241;CASA DI RIPOSO ORAZIO LAMPERTICO;Istituto pubblico di assistenza e beneficenza;2712;05
11096163;01740340060;CONSORZIO INTERCOMUNALE DEI SERVIZI SOCIO ASSISTENZIALI DEI COMUNI DELL'ALESSANDRINO;Consorzio di diritto pubblico;2740;01
11116011;00067610956;COMUNE DI BONARCADO;Comune;2430;20
9175204;84006450245;CASA DI RIPOSO DI ASIAGO;Istituto pubblico di assistenza e beneficenza;2712;05
727049;85000390014;CENTRO SERVIZI SOCIO-ASSISTENZIALI E SANITARI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;01
31431;00184690659;ISTITUTO AUTONOMO PER LE CASE POPOLARI DELLA PROVINCIA DI SALERNO IN LIQUIDAZIONE;Altro ente pubblico non economico locale;2791;15
707626;80011910264;RESIDENZA PER ANZIANI DI ODERZO;Istituto pubblico di assistenza e beneficenza;2712;05
623418;05600440639;COMUNE DI CASALNUOVO DI NAPOLI;Comune;2430;15
635512;06273760154;CONSORZIO PER LA FORMAZIONE PROFESSIONALE E PER L EDUCAZIONE PERMANENTE;Consorzio di diritto pubblico;2740;03
648706;06854100630;AZIENDA OSPEDALIERA SANTOBONO - PAUSILIPON;Azienda o ente del servizio sanitario nazionale;2500;15
649939;06908670638;AZIENDA OSPEDALIERA UNIVERSITARIA - UNIVERSITA' DEGLI STUDI DELLA CAMPANIA LUIGI VANVITELLI;Azienda o ente del servizio sanitario nazionale;2500;15
698769;80000030181;AMMINISTRAZIONE PROVINCIALE DI PAVIA;Provincia;2420;03
698813;80000100802;CITTA' METROPOLITANA DI REGGIO CALABRIA;Citta' metropolitana;2460;18
698854;80000150849;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI AGRIGENTO;Camera di commercio;2720;19
699123;80000610511;AMMINISTRAZIONE PROVINCIALE DI AREZZO;Provincia;2420;09
699242;80000790024;COMUNE DI DESANA;Comune;2430;01
699540;80001210691;AZIENDA PER IL DIRITTO AGLI STUDI UNIVERSITARI DI CHIETI;Altro ente pubblico non economico locale;2791;13
699551;80001220864;COMUNE DI AIDONE;Comune;2430;19
699823;80001610601;COMUNE DI ARNARA;Comune;2430;12
699952;80001770660;COMUNE DI FOSSA;Comune;2430;13
30452998;92034300068;UNIONE MONTANA VALLI BORBERA E SPINTI;Unione di comuni;2450;01
30471739;02475090201;AGENZIA PER IL TRASPORTO PUBBLICO LOCALE DEL BACINO DI CREMONA E MANTOVA;Altro ente pubblico non economico locale;2791;03
30487989;03510961208;"AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA ""PIANURA EST""";Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
16562886;82008340638;A.S.P. ISTITUTI RIUNITI MASSA LUBRENSE;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;15
6381;00075850909;COMUNE DI THIESI;Comune;2430;20
9494;00094130572;COMUNE DI STIMIGLIANO;Comune;2430;12
9886;00097020598;COMUNE DI LATINA;Comune;2430;12
11075;00102530862;COMUNE DI CENTURIPE;Comune;2430;19
14048;00114700149;COMUNE DI VALFURVA;Comune;2430;03
29147;00176150670;COMUNE DI ROSETO DEGLI ABRUZZI;Comune;2430;13
30551;00181800665;COMUNE DI ROCCA DI BOTTE;Comune;2430;13
32254;00187760566;COMUNE DI MONTE ROMANO;Comune;2430;12
34619;00197020290;COMUNE DI TAGLIO DI PO;Comune;2430;05
40653;00221360688;COMUNE DI NOCCIANO;Comune;2430;13
42989;00230140337;COMUNE DI TRAVO;Comune;2430;08
11116034;00070950951;COMUNE DI SAN NICOLO' D'ARCIDANO;Comune;2430;20
11116058;00073870958;COMUNE DI VILLA VERDE;Comune;2430;20
11116164;00094140571;COMUNE DI MONTOPOLI DI SABINA;Comune;2430;12
11116223;00102900073;COMUNE DI PRE'-SAINT-DIDIER;Comune;2430;02
11116231;00104390570;COMUNE DI LONGONE SABINO;Comune;2430;12
11116273;00110800901;COMUNE DI OSCHIRI;Comune;2430;20
11116292;00113390579;COMUNE DI MONTELEONE SABINO;Comune;2430;12
11116297;00113670574;COMUNE DI MICIGLIANO;Comune;2430;12
11116388;00122590706;COMUNE DI CASTELLINO DEL BIFERNO;Comune;2430;14
11116430;00127840536;COMUNE DI SEMPRONIANO;Comune;2430;09
11116584;00142430388;COMUNE DI OSTELLATO;Comune;2430;08
11116751;00155620057;COMUNE DI ROCCHETTA TANARO;Comune;2430;01
11116832;00161670914;COMUNE DI ESCALAPLANO;Comune;2430;20
11116834;00161690912;COMUNE DI ORROLI;Comune;2430;20
11116937;00169370442;COMUNE DI MAGLIANO DI TENNA;Comune;2430;11
11117120;00181730664;COMUNE DI SCURCOLA MARSICANA;Comune;2430;13
11117172;00184500031;COMUNE DI GALLIATE;Comune;2430;01
11117334;00197730666;COMUNE DI CASTELVECCHIO CALVISIO;Comune;2430;13
721556;82003050414;AZ.PUBBL.SERVIZI PERSONA CATRIA NERONE;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;11
723915;83001570247;CASA DI RIPOSO A. ROSSI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;05
706820;80010410357;AZIENDA DI SERVIZI ALLA PERSONA MAGIERA ANSALONI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
725361;83500530015;ISTITUTO DOMENICA ROMANA;Istituto pubblico di assistenza e beneficenza;2712;01
11117143;00183220060;CASA DI RIPOSO G. E. BALDUZZI;Istituto pubblico di assistenza e beneficenza;2712;01
11121028;00503560229;FONDAZIONE COMUNITÀ DI ARCO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
45273;00240980094;ASP OSPEDALE S.ANTONIO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;07
103775;00545230260;OPERE PIE D'ONIGO;Istituto pubblico di assistenza e beneficenza;2712;05
24095262;02447070349;AZIENDA DI SERVIZI ALLA PERSONA DEL DISTRETTO DI PARMA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
16321;00124590332;AZIENDA CONSORTILE SERVIZI VAL D'ARDA;Consorzio di diritto pubblico;2740;08
700096;80001950403;COMUNE DI CASTROCARO TERME E TERRA DEL SOLE;Comune;2430;08
700194;80002090142;COMUNE DI CHIESA IN VALMALENCO;Comune;2430;03
700247;80002150912;ISTITUTO SUPERIORE REGIONALE ETNOGRAFICO;Altro ente pubblico non economico locale;2791;20
700277;80002190702;COMUNE DI BOJANO;Comune;2430;14
700521;80002490250;COMUNE DI VALLADA AGORDINA;Comune;2430;05
700728;80002710764;AMMINISTRAZIONE PROVINCIALE DI POTENZA;Provincia;2420;17
700745;80002730846;COMUNE DI SAN BIAGIO PLATANI;Comune;2430;19
700842;80002870311;COMUNE DI SAN FLORIANO DEL COLLIO;Comune;2430;06
701097;80003170521;COMUNE DI RADICONDOLI;Comune;2430;09
701396;80003470830;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DI MESSINA;Camera di commercio;2720;19
701551;80003650167;COMUNE DI ZANDOBBIO;Comune;2430;03
701593;80003690221;REGIONE AUTONOMA TRENTINO-ALTO ADIGE/SUEDTIROL;Regione;2410;04
701677;80003790674;COMUNE DI ISOLA DEL GRAN SASSO D'ITALIA;Comune;2430;13
46123;00244950242;COMUNE DI ARZIGNANO;Comune;2430;05
46898;00248390049;COMUNE DI CERVERE;Comune;2430;01
48574;00255330607;COMUNE DI SAN DONATO VAL DI COMINO;Comune;2430;12
59648;00301970190;COMUNE DI RIPALTA CREMASCA;Comune;2430;03
60315;00305020190;COMUNE DI QUINTANO;Comune;2430;03
60422;00305440190;COMUNE DI SAN MARTINO DEL LAGO;Comune;2430;03
64060;00322990128;COMUNE DI ORIGGIO;Comune;2430;03
64917;00327520193;COMUNE DI CASTELDIDONE;Comune;2430;03
65973;00334230190;COMUNE DI RIVAROLO DEL RE ED UNITI;Comune;2430;03
66346;00336360714;COMUNE DI SAN SEVERO;Comune;2430;16
75505;00388300527;AZIENDA OSPEDALIERO-UNIVERSITARIA SENESE;Azienda o ente del servizio sanitario nazionale;2500;09
77791;00401460787;COMUNE DI SCALEA;Comune;2430;18
79866;00414200238;COMUNE DI CAPRINO VERONESE;Comune;2430;05
81284;00422770032;COMUNE DI BACENO;Comune;2430;01
84125;00437960065;COMUNE DI CASALEGGIO BOIRO;Comune;2430;01
84730;00441150356;COMUNE DI SCANDIANO;Comune;2430;08
86953;00453060204;COMUNE DI SAN GIACOMO DELLE SEGNATE;Comune;2430;03
90182;00470350372;COMUNE DI PIEVE DI CENTO;Comune;2430;08
15823360;82000690253;CONSORZIO PER LA INDUSTRIALIZ. E GESTIONE DI SERVIZI DELLA VALLATA DEL CISMON;Consorzio di diritto pubblico;2740;05
188750;00959860172;COMUNE DI CEVO;Comune;2430;03
194600;00986220580;COMUNE DI CARPINETO ROMANO;Comune;2430;12
202592;01024610378;COMUNE DI MORDANO;Comune;2430;08
716551;81000270595;COMUNE DI FORMIA;Comune;2430;12
716712;81000510644;COMUNE DI FLUMERI;Comune;2430;15
718164;81003050606;COMUNE DI PIGNATARO INTERAMNA;Comune;2430;12
722018;82004470603;COMUNE DI SANTOPADRE;Comune;2430;12
69969;00356650838;COMUNE DI CAPO D'ORLANDO;Comune;2430;19
70680;00360630412;COMUNE DI MONTEFELCINO;Comune;2430;11
700872;80002890848;COMUNE DI PORTO EMPEDOCLE;Comune;2430;19
722154;82005010580;COMUNE DI ANZIO;Comune;2430;12
723392;83000490751;COMUNE DI MINERVINO DI LECCE;Comune;2430;16
71995;00368630067;COMUNE DI PECETTO DI VALENZA;Comune;2430;01
72905;00374120178;COMUNE DI BOVEZZO;Comune;2430;03
7504131;80000410144;CONSORZIO DEI COMUNI DEL BACINO IMBRIFERO MONTANO DELL'ADDA SO;Consorzio di diritto pubblico;2740;03
22313108;95057710634;ENTE PARCO METROPOLITANO DELLE COLLINE DI NAPOLI;Ente parco;2751;15
25617005;02570930848;AZIENDA SANITARIA PROVINCIALE DI AGRIGENTO;Azienda o ente del servizio sanitario nazionale;2500;19
106112;00561120122;COMUNE DI ARSAGO SEPRIO;Comune;2430;03
112373;00598500130;COMUNE DI PARLASCO;Comune;2430;03
710172;80018850174;COMUNITA' MONTANA SEBINO BRESCIANO;Comunita' montana o isolana;2440;03
30461746;01838690491;CAMERA DI COMMERCIO INDUSTRIA ARTIGIANATO E AGRICOLTURA DELLA MAREMMA E DEL TIRRENO;Camera di commercio;2720;09
32209680;93080870814;PARCO ARCHEOLOGICO DI SEGESTA;Ente parco;2751;19
124916;00663280162;COMUNE DI VILMINORE DI SCALVE;Comune;2430;03
11118474;00288090228;COMUNE DI CARISOLO;Comune;2430;04
11118558;00295840037;COMUNE DI QUARNA SOPRA;Comune;2430;01
11118595;00298040791;COMUNE DI MOTTA SANTA LUCIA;Comune;2430;18
20141571;03691070266;CONSIGLIO DI BACINO VENETO ORIENTALE;Altro ente pubblico non economico locale;2791;05
11144183;90001080937;COMUNE DI VIVARO;Comune;2430;06
11142883;84001010010;COMUNE DI CAREMA;Comune;2430;01
11142913;84001290307;COMUNE DI PREONE;Comune;2430;06
11142933;84001490659;COMUNE DI TORTORELLA;Comune;2430;15
11118688;00304660194;COMUNE DI CINGIA DE' BOTTI;Comune;2430;03
11118713;00307010199;COMUNE DI CASTEL GABBIANO;Comune;2430;03
11118809;00314120098;COMUNE DI CERIALE;Comune;2430;07
705779;80008870281;COMUNE DI CADONEGHE;Comune;2430;05
705862;80008970651;COMUNE DI MINORI;Comune;2430;15
25617017;05841780827;AZIENDA OSPEDALIERA OSPEDALI RIUNITI VILLA SOFIA-CERVELLO;Azienda o ente del servizio sanitario nazionale;2500;19
11142972;84002070260;COMUNE DI FREGONA;Comune;2430;05
11143033;84003030016;COMUNE DI ROMANO CANAVESE;Comune;2430;01
11119929;00420860041;COMUNE DI BAROLO;Comune;2430;01
701164;80003230853;COMUNE DI DELIA;Comune;2430;19
276082;01334140785;COMUNE DI SAN LORENZO DEL VALLO;Comune;2430;18
32228;00187650569;COMUNE DI SUTRI;Comune;2430;12
35635;00201380664;COMUNE DI CASTELLAFIUME;Comune;2430;13
37858;00210190294;COMUNE DI CANARO;Comune;2430;05
57803;00294190616;COMUNE DI SAN NICOLA LA STRADA;Comune;2430;15
58386;00296880792;COMUNE DI BRIATICO;Comune;2430;18
58583;00297800799;COMUNE DI JACURSO;Comune;2430;18
11143394;85001190041;COMUNE DI PAESANA;Comune;2430;01
30452239;02481840201;AZIENDA SOCIO SANITARIA TERRITORIALE DI MANTOVA;Azienda o ente del servizio sanitario nazionale;2500;03
1501;00040490773;ATER DI MATERA;Altro ente pubblico non economico locale;2791;17
8466;00088940564;COMUNE DI NEPI;Comune;2430;12
10309;00099580144;COMUNE DI BORMIO;Comune;2430;03
12488;00109080077;COMUNE DI LILLIANES;Comune;2430;02
134488;00716670179;COMUNE DI MALONNO;Comune;2430;03
73724;00378820781;COMUNE DI TREBISACCE;Comune;2430;18
11301595;00601080914;COMUNE DI OLLOLAI;Comune;2430;20
11303876;81001330455;COMUNE DI MULAZZO;Comune;2430;09
11135497;80000370033;COMUNE DI BARENGO;Comune;2430;01
11135657;80001330036;COMUNE DI CASALVOLONE;Comune;2430;01
715570;80188230587;PRESIDENZA DEL CONSIGLIO DEI MINISTRI;Presidenza del consiglio;2210;12
21596954;02339810604;AUTORITA' D'AMBITO TERRITORIALE OTTIMALE N. 5 LAZIO MERIDIONALE FROSINONE - A.A.T.O. N. 5 FR;Altro ente pubblico non economico locale;2791;12
11138561;80019510926;COMUNE DI ARMUNGIA;Comune;2430;20
11138713;80022310827;COMUNE DI TERRASINI;Comune;2430;19
11139003;80031650957;COMUNE DI NEONELI;Comune;2430;20
11139206;80050550948;COMUNE DI PIZZONE;Comune;2430;14
12506806;80024840235;CENTRO SERVIZI BENEDETTO ALBERTINI;Istituto pubblico di assistenza e beneficenza;2712;05
18563763;02096520305;AGENZIA REGIONALE PER LA PROTEZIONE DELL'AMBIENTE DEL FRIULI VENEZIA GIULIA - ARPAFVG;Ente ambientale regionale;2755;06
11135848;80002410944;COMUNE DI MACCHIAGODENA;Comune;2430;14
136102;00725380174;COMUNE DI MONNO;Comune;2430;03
161457;00842990178;COMUNE DI  MONIGA DEL GARDA;Comune;2430;03
11116205;00101150076;COMUNE DI CHAMBAVE;Comune;2430;02
715245;80146810587;ACCADEMIA NAZIONALE DEI LINCEI;Altro ente pubblico non economico nazionale;2790;12
727264;85001750240;CASA DI RIPOSO UMBERTO E ALICE TASSONI;Istituto pubblico di assistenza e beneficenza;2712;05
163830;00853240174;COMUNE DI COLLEBEATO;Comune;2430;03
233236;01158570489;COMUNE DI LASTRA A SIGNA;Comune;2430;09
302892;01457180634;COMUNE DI QUARTO;Comune;2430;15
26308875;01555270337;ASP CITTA' DI PIACENZA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
8763365;01997410798;AZIENDA SANITARIA PROVINCIALE CROTONE;Azienda o ente del servizio sanitario nazionale;2500;18
9174943;84003030636;CONSORZIO CIMITERO OTTAVIANO SAN GIUSEPPE VESUVIANO;Consorzio di diritto pubblico;2740;15
10701404;92010020920;COMUNE DI QUARTUCCIU;Comune;2430;20
11118964;00326680022;COMUNE DI CAVAGLIA';Comune;2430;01
11119055;00338420797;COMUNE DI BELVEDERE DI SPINELLO;Comune;2430;18
11130592;01774080012;COMUNE DI CERESOLE REALE;Comune;2430;01
20929651;02087020026;COMUNITA' COLLINARE INTORNO AL LAGO;Unione di comuni;2450;01
26279361;91053920079;OFFICE REGIONAL DU TOURISME;Ente per il turismo;2754;02
11143334;85000070012;COMUNE DI PRALI;Comune;2430;01
11143392;85001150821;COMUNE DI PRIZZI;Comune;2430;19
11153846;95002050185;COMUNITA' MONTANA OLTREPÒ PAVESE;Comunita' montana o isolana;2440;03
11301294;00170780464;COMUNE DI CAPANNORI;Comune;2430;09
11131362;01952540019;COMUNE DI BORGIALLO;Comune;2430;01
11131886;02089100016;COMUNE DI RORA';Comune;2430;01
20954699;07249491007;UNIONE DEI COMUNI MEDANIENE;Unione di comuni;2450;12
20978843;91028410909;CONSORZIO DI GESTIONE AREA MARINA PROTETTA TAVOLARA PUNTA CODA CAVALLO;Consorzio di diritto pubblico;2740;20
26786698;90037060747;CONSORZIO PER LA GESTIONE PROVVISORIA DEL PARCO NATURALE REGIONALE DUNE COSTIERE DA TORRE CANNE A TORRE S. LEONARDO;Consorzio di diritto pubblico;2740;16
11138361;80016750921;COMUNE DI SAN BASILIO;Comune;2430;20
11301308;00183100049;COMUNE DI DRONERO;Comune;2430;01
135895;00724220173;COMUNE DI CASTELCOVATI;Comune;2430;03
145565;00772930632;COMUNE DI CASOLA DI NAPOLI;Comune;2430;15
150093;00796050177;COMUNE DI BRIONE;Comune;2430;03
161134;00841600174;COMUNE DI OME;Comune;2430;03
735555;91000280189;COMUNE DI TORRE BERETTI E CASTELLARO;Comune;2430;03
763909;97000120820;I.P.A.B. CASA DEL FANCIULLO;Istituto pubblico di assistenza e beneficenza;2712;19
11117969;00249480690;COMUNE DI FRISA;Comune;2430;13
11118099;00257710905;COMUNE DI BANARI;Comune;2430;20
11121384;00533680658;COMUNE DI SAN PIETRO AL TANAGRO;Comune;2430;15
11121478;00543330245;COMUNE DI AGUGLIARO;Comune;2430;05
11121632;00557630654;COMUNE DI AULETTA;Comune;2430;15
717503;81001780162;COMUNE DI PEIA;Comune;2430;03
717674;81002090603;COMUNE DI CASTROCIELO;Comune;2430;12
716694;81000490201;COMUNE DI CASALMORO;Comune;2430;03
2411377;00491070280;CONSORZIO PER LO SMALTIMENTO DEI RIFIUTI SOLIDI URBANI BACINO PADOVA DUE;Consorzio di diritto pubblico;2740;05
716756;81000570283;COMUNE DI TOMBOLO;Comune;2430;05
11118346;00274540228;COMUNE DI CAVEDINE;Comune;2430;04
11139769;81000010553;COMUNE DI FABRO;Comune;2430;10
11139815;81000170910;COMUNE DI ESCOLCA;Comune;2430;20
11139844;81000350603;COMUNE DI CERVARO;Comune;2430;12
19003179;06363391001;AGENZIA DELLE ENTRATE;Agenzia dello Stato;2230;12
11135977;80003050673;COMUNE DI TORRICELLA SICURA;Comune;2430;13
11136000;80003150051;COMUNE DI CASORZO MONFERRATO;Comune;2430;01
11136035;80003290055;COMUNE DI CHIUSANO D'ASTI;Comune;2430;01
716584;81000330167;COMUNE DI SONGAVAZZO;Comune;2430;03
11139880;81000550038;COMUNE DI BROVELLO-CARPUGNINO;Comune;2430;01
11139934;81000730309;COMUNE DI CERVIGNANO DEL FRIULI;Comune;2430;06
11140002;81001050442;COMUNE DI MONTOTTONE;Comune;2430;11
19032523;94090840367;UNIONE COMUNI DEL SORBARA;Unione di comuni;2450;08
12517309;86000150184;AZIENDA DI SERVIZI ALLA PERSONA CARLO PEZZANI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;03
11136097;80003490788;COMUNE DI MANGONE;Comune;2430;18
11136141;80003670934;COMUNE DI CHIONS;Comune;2430;06
716612;81000370205;COMUNE DI ASOLA;Comune;2430;03
22315599;96022970170;AUTORITA' DI BACINO LAGHI GARDA E IDRO;Altro ente pubblico non economico locale;2791;03
25076555;02800411205;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA SENECA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
10720693;01742390063;CONSORZIO INTERCOMUNALE DEL NOVESE DEI SERVIZI ALLA PERSONA - C.S.P. NOVI LIGURE;Consorzio di diritto pubblico;2740;01
648686;06853240635;AZIENDA OSPEDALIERA DI RILIEVO NAZIONALE ANTONIO CARDARELLI;Azienda o ente del servizio sanitario nazionale;2500;15
698954;80000330250;CONSORZIO DEI COMUNI DEL BACINO IMBRIFERO MONTANO DEL PIAVE APPARTENENTI ALLA PROVINCIA DI BELLUNO;Consorzio di diritto pubblico;2740;05
699525;80001190877;COMUNE DI MASCALUCIA;Comune;2430;19
699962;80001780792;COMUNE DI SAN FLORO;Comune;2430;18
1089;00033120437;COMUNE DI MATELICA;Comune;2430;11
20937353;02692070135;UNIONE DI COMUNI LOMBARDA TERRE DI FRONTIERA;Unione di comuni;2450;03
11131014;86003010013;COMUNE DI COAZZE;Comune;2430;01
11133455;02655100820;COMUNE DI GIULIANA;Comune;2430;19
11138467;80017830722;COMUNE DI ADELFIA;Comune;2430;16
11135645;80001270943;COMUNE DI CONCA CASALE;Comune;2430;14
11138759;80023250824;COMUNE DI BALESTRATE;Comune;2430;19
12516254;83002050694;COMUNE DI MONTEODORISIO;Comune;2430;13
11135741;80001850769;COMUNE DI BALVANO;Comune;2430;17
11135906;80002650929;COMUNE DI SERDIANA;Comune;2430;20
11139853;81000410266;COMUNE DI CASTELLO DI GODEGO;Comune;2430;05
11139969;81000890442;COMUNE DI ALTIDONA;Comune;2430;11
12517316;86000750041;COMUNE DI MARENE;Comune;2430;01
11136079;80003430784;COMUNE DI MALVITO;Comune;2430;18
11136222;80003970847;COMUNE DI BIVONA;Comune;2430;19
11121770;00568840128;COMUNE DI CLIVIO;Comune;2430;03
11122150;00605220128;COMUNE DI AZZIO;Comune;2430;03
699953;80001770694;COMUNE DI SAN GIOVANNI TEATINO;Comune;2430;13
717754;81002230175;COMUNE DI ESINE;Comune;2430;03
717877;81002440691;COMUNE DI PERANO;Comune;2430;13
717961;81002590602;COMUNE DI AUSONIA;Comune;2430;12
716902;81000770511;ASP-MONTEVARCHI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;09
6854939;00382300465;COMUNE DI SERAVEZZA;Comune;2430;09
25250664;92069130646;RISERVA NATURALE STATALE ISOLA DI VIVARA;Altro ente pubblico non economico locale;2791;15
25499760;02345260356;UNIONE DEI COMUNI PIANURA REGGIANA;Unione di comuni;2450;08
718402;81003630605;COMUNE DI CORENO AUSONIO;Comune;2430;12
719034;81005690409;CONSORZI STRADALI RIUNITI;Consorzio di diritto pubblico;2740;08
23353298;90062670725;AZIENDA SANITARIA LOCALE BARLETTA ANDRIA TRANI;Azienda o ente del servizio sanitario nazionale;2500;16
23385360;93042820840;CONSORZIO AGRIGENTINO PER LA LEGALITA' E LO SVILUPPO;Consorzio di diritto pubblico;2740;19
11140037;81001210780;COMUNE DI ORIOLO;Comune;2430;18
11140058;81001310937;COMUNE DI PINZANO AL TAGLIAMENTO;Comune;2430;06
11140097;81001470558;COMUNE DI MONTECCHIO;Comune;2430;10
12532227;00274940600;COMUNE DI CASTRO DEI VOLSCI;Comune;2430;12
12533579;80003370055;COMUNE DI CORSIONE;Comune;2430;01
12534560;90004040607;COMUNE DI COLFELICE;Comune;2430;12
11136392;80004690113;COMUNE DI ARCOLA;Comune;2430;07
11136425;80004770220;COMUNE DI LUSERNA;Comune;2430;04
29256256;02166020517;COMUNE DI  CASTELFRANCO PIANDISCO';Comune;2430;09
